,blue_fighter,red_fighter,method,round,time,winner,days_since,wins,fight_num_rounds,round_mins,decayed_avg_ctrl_dif,decayed_avg_kd_dif,decayed_avg_rev_dif,decayed_avg_sig_str_body_dif,decayed_avg_sig_str_body_pct_dif,decayed_avg_sig_str_clinch_dif,decayed_avg_sig_str_clinch_pct_dif,decayed_avg_sig_str_dif,decayed_avg_sig_str_distance_dif,decayed_avg_sig_str_distance_pct_dif,decayed_avg_sig_str_ground_dif,decayed_avg_sig_str_ground_pct_dif,decayed_avg_sig_str_head_dif,decayed_avg_sig_str_head_pct_dif,decayed_avg_sig_str_leg_dif,decayed_avg_sig_str_leg_pct_dif,decayed_avg_sig_str_pct_dif,decayed_avg_sub_att_dif,decayed_avg_td_att_dif,decayed_avg_td_att_pct_dif,decayed_avg_td_pct_dif,decayed_avg_total_str_dif,decayed_avg_total_str_pct_dif
7501,Kelvin Gastelum,Robert Whittaker,Decision - Unanimous ,5,300,blue,1748,4,5,5.0,6.290956725678817e-34,1.1910079911923717,0.5715747546582548,0.007687343529060454,0.6696857018856699,0.6147579495183821,0.8961690532484582,100000.0,100000.0,1.128968186009918,6.702004539611608,0.9923255386234361,100000.0,1.0814542962907479,109.22172604744259,0.9858901912398716,1.0704662605806896,0.8694973438448486,0.6422185153167915,0.91247267222345,0.91247267222345,32309.6103819219,1.03297299577368
7502,Anthony Birchak,Tony Gravely,KO/TKO ,2,91,blue,1748,3,3,5.0,100000.0,1.3382105798065318,0.7472665476494532,3.990167992238348,1.0264421620850612,189.42629419060302,0.9942937239469911,100000.0,100000.0,1.1982012526580745,38593.27561196944,1.061794966610344,100000.0,1.097813826627883,812.9476096257408,0.975817114713906,1.0893477979644932,0.7472665476494532,1011.4767459418499,1.5245587135189067,1.5245587135189067,100000.0,1.1278643105992672
7503,Justine Kish,Tracy Cortez,Decision - Split ,3,300,blue,1748,1,3,5.0,100000.0,0.7790233293716685,0.7318769669074093,0.0005407016785697756,1.093067358498553,0.01728602092980723,0.9820401512597006,1.0512821957172958e-06,1.2430974505376007e-13,0.9230802896858636,100000.0,1.2154931568794434,100000.0,1.1698125856668773,1.0211427655157336e-10,1.0416972141067486,1.040135309026765,1.500480986365805,7.3721861151735695,1.5128654116008688,1.5128654116008688,100000.0,1.1185204581398194
7504,Peter Sobotta,Alex Oliveira,Decision - Unanimous ,3,300,blue,2014,1,3,5.0,7.888550605914101e-26,0.73926413477961,0.9042042534767843,629.4207802167169,1.0364594178230484,47805.69243560288,1.5957504503183244,58471.807851954894,0.024091408399309424,1.0218183168671773,50.76971421854053,1.343851453897148,138.97582539727725,1.1110222670321488,0.6684457751105579,0.9115325128645999,1.165790813575742,0.9042042534767842,1.223113919555081,0.8734768374816819,0.8734768374816819,0.1632291887189138,1.1254883416742316
7505,Pannie Kianzad,Bethe Correia,Decision - Unanimous ,3,300,red,2014,2,3,5.0,5.455478244029253e-21,1.0,1.1183885883424516,0.11283447769080715,0.8577629476003498,2.8614095522533765e-05,0.9349450456380284,1.399657939721877e-19,5.73431946284434e-14,1.0416031409824331,0.08530215546687232,0.9493778414206713,2.7632957567432574e-20,0.9089454635339307,44.890321836793774,0.7906707253375929,0.9594463411228109,1.0,1.0,1.0091794678409252,1.0091794678409252,5.702670877351085e-26,0.9601097820888589
7506,Marina Rodriguez,Carla Esparza,Decision - Split ,3,300,blue,2014,2,3,5.0,100000.0,0.7335598028978453,1.3764790781206475,2.327276103140095e-09,0.7969729232978376,7.597981858002415e-08,0.7724535423831693,5.775292262270552e-25,2.0450879563885686e-21,0.8559091563082571,3716.7531954300152,1.4805031385762994,8.00680489640671e-11,1.052274897871068,3.0993227965076275e-06,0.6904538055175793,0.9872428215490802,0.8903039945270557,350.0334936871434,2.331306140643584,2.331306140643584,100000.0,1.0575171420334597
7507,Alexander Gustafsson,Fabricio Werdum,Submission ,1,150,blue,2014,2,3,5.0,0.0012666559012084297,0.4698931267634631,1.4588157843708498,613.7729061244526,1.2947605087165122,197.69985564414466,1.374184169090421,4055.1785595729934,327.0947878520738,1.4372156198793427,0.06270901887380535,0.7897743341178627,0.6854875102899127,1.1123026440440056,9.638350653992228,1.8447126348720209,1.2707446439971626,1.0,0.6044115130735527,0.9926841834896418,0.9926841834896418,38.489096754388655,1.213245589845501
7508,Jai Herbert,Francisco Trinaldo,KO/TKO ,3,90,blue,2014,6,3,5.0,100000.0,0.6018160658568791,1.261604868167925,0.3981479440968895,1.2212315885246667,9.700768684605096,0.9618547876277243,446.86112465710806,0.019244336649907535,1.0713409259849782,2393.6656066052583,1.2191821634586566,60885.60999836546,1.2849977415907545,0.018433739047157015,0.7003882679858093,1.1234374466769446,2.344511168121323,2.5996036064819594,1.4248971616804504,1.4248971616804504,1.2577964772578846e-05,1.0655922035608327
7509,Rhys McKee,Khamzat Chimaev,KO/TKO ,1,189,blue,2014,0,3,5.0,100000.0,1.5644832152403267,1.0,4.89365671658075e-10,0.923562705914986,0.0011106115777458532,0.5770238214052881,6.008105364474232e-18,3.265376310698506e-30,1.2154386575034346,100000.0,2.9423326932062617,1.7214420102325804e-07,2.0054392923667015,0.07132005050951366,0.8486540087527714,1.9663555441750205,7.493230402935642,336.37352438502825,2.8819550161109824,2.8819550161109824,100000.0,2.2166764749727133
7510,Mike Grundy,Movsar Evloev,Decision - Unanimous ,3,300,blue,2014,0,3,5.0,100000.0,0.6044115130735527,1.2507930345346214,7.924382862127934,1.5312894912542339,50.20482366929008,1.0912788811570349,100000.0,100000.0,1.2324186503768961,100000.0,1.3413430455053952,100000.0,1.410262852950662,29548.190264000645,3.2577910794217715,1.4277308830210085,0.9455916673015825,47.473262920026,1.0176837983892453,1.0176837983892453,100000.0,1.7730144461845414
7511,John Castaneda,Nathaniel Wood,Decision - Unanimous ,3,300,blue,2014,4,3,5.0,0.010355569694999681,0.7926412026708316,1.3632153725566925,0.15886324543422917,0.885363225208729,6.934704629186807,0.8105922942686399,100000.0,100000.0,1.000192821225326,2140.280785726615,0.9418318785570439,100000.0,1.0701151649326086,100000.0,0.8449113015538285,1.0587912048438861,1.969517249172467,0.8732287828915946,1.2490851986498668,1.2490851986498668,100000.0,1.0461239376693585
7512,Jesse Ronson,Nicolas Dalby,Overturned ,1,168,red,2014,4,3,5.0,100000.0,0.9350705169557418,1.4960076602093928,880.4795186903352,0.8978216078073431,100000.0,1.4513652557628594,100000.0,0.016653525664782048,0.7792733518039364,17.934627356702222,1.106263586286152,100000.0,0.905113409749193,0.07799842329475477,0.7916682433782062,0.8928439651531019,0.584460156813299,2.559640110227874,1.0176078895474379,1.0176078895474379,100000.0,1.0690427317493383
7513,Gadzhimurad Antigulov,Paul Craig,Submission ,1,126,blue,2014,2,3,5.0,3.065069935026428e-40,1.1118218765065309,1.2361478850785035,6859.112459947414,0.9579318017681838,1.88891010742585,1.1157572622240304,100000.0,100000.0,1.248001975736051,9.766908615830545,0.6638783532631507,2937.5563267527264,0.9066431693320168,133.44196532629599,1.021435361725868,1.056107521813581,2.253910407645244,0.3061541129665873,0.5420402599232156,0.5420402599232156,100000.0,1.163375424679765
7514,Niklas Stolze,Ramazan Emeev,Decision - Unanimous ,3,300,blue,2014,3,3,5.0,100000.0,1.2862744284782952,1.2862744284782952,973.7617527287379,0.7048623957376781,100000.0,1.0600069481520984,100000.0,100000.0,0.7030699325595571,119.49206888430034,1.0151901531487517,100000.0,0.865416611087843,0.000524796494523198,0.5820608818347923,0.7757012827819942,1.7993341263698166,36.90756954267402,1.563170903776567,1.563170903776567,100000.0,0.8193475982361035
7515,Darren Till,Robert Whittaker,Decision - Unanimous ,5,300,blue,2014,4,5,5.0,100000.0,1.1827394709747985,0.8454947387321173,61.063644130456225,0.8509102989444282,4.92545505183114,0.9617700345988397,100000.0,100000.0,1.0981659756110769,0.7774390735443857,1.0476948898048049,100000.0,1.0358208435921281,98379.06765558395,1.3039311933868958,1.066570115156633,1.0,1.3988726562017464,1.0310746533672992,1.0310746533672992,100000.0,1.065170624327975
7516,Raphael Pessoa,Tanner Boser,KO/TKO ,2,156,blue,2014,4,3,5.0,100000.0,0.764499939053823,1.2231139195550809,100000.0,0.9293033958949988,11.988325884769838,0.9852308899292936,100000.0,100000.0,1.6583369995872261,187.99211115349,1.5616541128114558,100000.0,1.476642267527636,100000.0,1.6814587637306813,1.6716209389039178,1.0,1.0,1.0,1.0,100000.0,1.7138713650233088
7517,Jake Collier,Tom Aspinall,KO/TKO ,1,45,blue,2014,6,3,5.0,5.426796833182405e-59,1.7778923175118984,0.7499758404422525,2.839445237232329e-09,0.9383810455075877,4.1130055408337926e-05,0.6117800176028442,2.8319385691464746e-39,2.182076643653949e-37,1.5563930503294376,315.540081237805,2.303589767450633,3.5247602432268804e-26,1.589962806879152,2.829572004248964e-05,1.08368558466963,1.6878376125939156,0.6310672424996733,0.8175853320055089,1.0820762688021708,1.0820762688021708,3.4910367300710124e-48,1.5731093043572992
7518,Spike Carlyle,Billy Quarantillo,Decision - Unanimous ,3,300,blue,2070,2,3,5.0,8.778117570792202e-80,1.4569768472163376,0.07639651631517597,100000.0,2.133451291846578,100000.0,1.270869108146575,100000.0,100000.0,0.8719950046153538,1.6517216725492518,0.550975606491067,100000.0,0.8265501835765939,992.2747156050262,1.0868546459145227,0.899698605478325,2.7281844835689,0.09221464111937604,0.7275829449727779,0.7275829449727779,100000.0,0.9804700937398584
7519,Augusto Sakai,Blagoy Ivanov,Decision - Split ,3,300,red,2070,4,3,5.0,4.044943962239913e-29,1.02916727049335,1.0,0.00291977126404908,1.388389892276894,1.4950894277318973e-11,0.6772283622591823,29510.45835473912,100000.0,1.1273021583728389,0.07965902028589801,0.8053841604577622,100000.0,1.077703770703426,3.1992789777689226e-05,0.57432746113053,0.9402933919387554,1.295309936862024,2.9817190601012986,1.2112666941001289,1.2112666941001289,0.053263712276610635,0.9338203064483529
7520,Vince Morales,Chris Gutierrez,KO/TKO ,2,267,blue,2070,6,3,5.0,3.9337097781573306e-17,1.570880615390496,0.8602386273629342,6.877107845308058e-05,0.8426426905045925,0.017384403623723788,0.6680640598120235,100000.0,100000.0,1.557736193687603,2.5946575574279893,1.0993599408846768,4.7247890936531543e-07,1.1971401607600758,100000.0,1.782210549166652,1.5136101669582402,0.448023724762986,0.5615295332693528,0.9538445698867306,0.9538445698867306,100000.0,1.463664312804064
7521,Gabe Green,Daniel Rodriguez,Decision - Unanimous ,3,300,blue,2070,4,3,5.0,1.0039219485164085e-46,1.4119899196676593,1.1593472634946944,0.0602480113204419,0.876659277786979,0.6741614111749811,0.7783836801001736,100000.0,100000.0,1.0716464962736212,0.06024801132044195,0.9478587163587529,100000.0,1.2279100964576812,0.21700016982091086,1.2558056737721601,1.0357824618269804,0.5815008431061574,0.47745483291669594,0.9287380299028213,0.9287380299028213,100000.0,0.9463174601460946
7522,Klidson Abreu,Jamahal Hill,Overturned ,1,111,red,2070,5,3,5.0,3.140651325263221e-12,2.1227815333244595,1.2070529595739938,100000.0,1.3349909233327766,453.0076854031964,0.7436296716617139,100000.0,100000.0,0.8654550053172323,12198.776137499624,1.9122810914528026,100000.0,1.2634513711301079,0.0004898733663092018,0.5454158115872592,0.9150372953925218,1.0,0.3552263809249515,0.7082203534678,0.7082203534678,100000.0,0.8581226531690951
7523,Antonina Shevchenko,Katlyn Cerminara,Decision - Unanimous ,3,300,blue,2070,3,3,5.0,1.069652505416386e-95,1.1479755502741786,0.596008708766031,94277.70364528603,0.9154383749914234,0.004075548255957181,0.934968175552609,100000.0,100000.0,0.631173506743771,0.0262589078721335,0.8571920628181321,100000.0,0.6988573965039842,12968.128858267823,0.987208338926212,0.6772557891692106,0.9173648613347762,0.7991153305622893,0.9482022078996583,0.9482022078996583,100000.0,0.6480184868074751
7524,Casey Kenney,Louis Smolka,Submission ,1,183,red,2070,2,3,5.0,100000.0,1.2757438391664997,1.7296882266689735,3.363101114764798e-06,0.8806325766253665,1.7296882266689735,0.8256252336331299,1.8636226354828857e-21,4.702428414824511e-31,0.8920181945658854,100000.0,1.584182135146955,2.333966968600572e-06,1.063711195368993,2.3742330507914137e-10,0.43958371736475943,0.9680509214985293,6.025674430382221,1.4630374296431021,1.159036400392886,1.159036400392886,1.2468572604502787e-16,1.0356155721858846
7525,Hannah Cifers,Mackenzie Dern,Submission ,1,156,blue,2070,5,3,5.0,100000.0,0.7439999690754617,2.428182067845927,1.3175614053550137e-05,1.1387728286627101,0.00045803203605799815,0.7743282257195087,100000.0,100000.0,1.0123253409288937,100000.0,1.8292717760969508,100000.0,1.2835346807357852,1.5275112097845565e-05,0.7214584292967063,1.0582634242989915,6.835590480423603,5.085679106047682,1.2889416155702162,1.2889416155702162,100000.0,1.0640589585389026
7526,Brok Weaver,Roosevelt Roberts,Submission ,2,206,blue,2070,5,3,5.0,100000.0,1.0,0.6169298233735475,0.0003341234575172319,0.7898267458158655,0.03401342429791893,0.9100097183707229,1.5128571268843922,0.30943723569732,0.7483525206109638,143.73912145801262,0.6236975375501405,100000.0,1.1301316799377714,4.965482921703551e-06,1.0212556450206944,0.8043707373319553,1.1479755502741789,1.4119899196676593,1.1479755502741786,1.1479755502741786,100000.0,0.92881290259426
7527,Brandon Royval,Tim Elliott,Submission ,2,198,red,2070,7,3,5.0,100000.0,0.5015760690660555,0.6108785311943259,0.5535359539842891,0.7595173930767989,814.7303037704625,1.1290952816159132,3.351664670101317e-23,5.935516393240045e-28,0.9339193272513712,69.30876855532472,0.732606327931459,6.3223010060034386e-27,1.015912145382194,9577.222070423202,1.0329259632850187,1.0637191811261375,0.3381432305331717,152.49668485308112,1.9933880211661354,1.9933880211661354,100000.0,1.2286895241076514
7528,Gilbert Burns,Tyron Woodley,Decision - Unanimous ,5,300,red,2070,3,5,5.0,1.471973050086049e-86,2.311408647652233,1.0,33.917414054902,1.074107018364255,16880.739415537504,1.3322372299342855,3.4238506438131135e-09,3.945338598310467e-13,0.9293273121812677,0.5140898913837466,0.6589229046041605,4.5594536092562025e-07,1.0179262294044267,0.00022140084650326922,0.9034831960435324,1.0660196785103264,0.5334484403021355,0.04826389909322124,0.5215975692444391,0.5215975692444391,4.5879624871392916e-11,1.132715513211877
7529,Alexandr Romanov,Alexander Volkov,KO/TKO ,1,136,blue,1055,2,3,5.0,9.399843098502094e-86,1.3018027049399343,0.961209876495915,15166.965206162373,1.3619906282359173,45.20408685966418,1.0207775911057695,100000.0,100000.0,1.1755992333726615,0.00010599432532023556,0.8974833450859723,100000.0,1.1432183073195017,118.37706548346834,1.0895881838916985,1.079631063603107,0.6302980350195376,0.10213727879812558,0.6575236254493988,0.6575236254493988,100000.0,1.0410390729516283
7530,JJ Aldrich,Ariane da Silva,Decision - Unanimous ,3,300,blue,1055,3,3,5.0,1.27499655218796e-22,1.2536652095951086,0.945049608458603,95197.15702424652,0.9867387880858258,1.140965689641864,0.7982736752823665,0.00020036754702566035,0.0010816787230615054,1.0123202936893116,0.16235157626456675,0.9867955543132786,1.3964471863186201e-10,0.9177594600035813,15.072277704507044,1.110839723275909,0.991729405998107,1.2536652095951086,0.7057270113686651,0.9470100856811456,0.9470100856811456,4.64319072292608,1.002891462586623
7531,Jared Gooden,Carlston Harris,Decision - Unanimous ,3,300,blue,1055,2,3,5.0,100000.0,1.162664420787099,1.0,0.000292054120535219,0.9831739721501321,0.057064593778830476,0.6905914213693038,1.0084717064477094e-11,3.367431570894301e-11,0.8855232216209753,5.248052958965394,1.0064144242608188,4.292799693938916e-06,0.929226482259826,0.008043772070171458,1.149874827801404,0.9014581440310975,1.0,1.0,0.7778741909344059,0.7778741909344059,2.7544899660740102e-17,0.8936189336083465
7532,Lukasz Brzeski,Karl Williams,Decision - Unanimous ,3,300,blue,1055,5,3,5.0,100000.0,1.3018027049399343,0.8600934045294182,0.00047663955624803396,1.1973365930853284,0.8931187624477588,0.8845602213242888,139.19737043139898,0.005314472983378552,0.9659022085982557,29326.59316725206,1.5565260188515921,100000.0,1.182088967925839,0.0336725798012216,0.8989331326431349,0.9887600739027141,1.3018027049399343,115.29568471594618,1.49185577764622,1.49185577764622,100000.0,0.9373947787299749
7533,Guido Cannetti,Mario Bautista,Submission ,1,198,blue,1055,1,3,5.0,100000.0,1.176222100139908,0.8782305329175132,4554.03635994397,1.204345972422766,6.899586887689728,0.8966135281577166,100000.0,100000.0,0.9285958911719482,0.7406187964690754,1.0359090810084968,100000.0,1.0645633169918285,0.6718945663009509,0.8494895999539205,0.9585354023194603,1.4291457999180448,0.8998744728467833,0.9868323341387287,0.9868323341387287,100000.0,0.9566118175830481
7534,Ryan Spann,Nikita Krylov,Submission ,1,218,blue,1055,5,3,5.0,100000.0,0.8934064279025101,1.1815371252880418,81.84689986991063,1.1145538001744228,628.1089729457651,1.18904549887578,100000.0,48.95375457959304,1.1218344365971844,24.119826726768284,1.0710443384783717,445.88635162487003,1.0912243671081086,20.32210889868993,1.4408730776605825,1.1326200561717492,0.798175045417523,1.5004562533665768,0.9790769044313485,0.9790769044313485,100000.0,1.194098634983951
7535,Merab Dvalishvili,Petr Yan,Decision - Unanimous ,5,300,red,1055,0,5,5.0,3.8273098653585454e-104,1.8915485521035948,1.2349123550613943,96.28098402691796,1.1742433116432396,0.5015029278893237,1.1964828476508322,100000.0,100000.0,1.2237648805273267,0.005395176312948618,0.9587975581936957,100000.0,1.1278879685016847,0.09070661425395576,1.01424103028159,1.132361613133597,0.8277692613221508,0.002980430576928973,0.8291652858802889,0.8291652858802889,4.418993489608563e-21,1.0189151629698092
7536,Davey Grant,Raphael Assuncao,Submission ,3,283,red,1055,1,3,5.0,100000.0,0.8545197307626606,0.8687788563896681,1.157219750987367e-06,1.0648211617830914,4.290115799603519,1.108029488767706,2.8177414108717232e-08,3.223923739230373e-09,0.9695010867890521,2.037264228038795,1.0311326187113203,0.19032175043840616,1.040316759986585,0.12793720949087264,0.9678447075960738,0.996146007855995,0.9835871631518942,1.906772009062842,1.1396368661560123,1.1396368661560123,5.528423617813594e-06,1.023155518930442
7537,Jonathan Martinez,Said Nurmagomedov,Decision - Unanimous ,3,300,red,1055,3,3,5.0,9.540231438088702e-23,0.6432757367147978,1.0524823482254373,0.0023161510878514538,0.9934600013289238,1.0524823482254368,1.1358805020353575,1.8914482719222214e-14,6.832958375373051e-13,1.0370001180822783,0.026300915904161483,0.9893754097175959,1.3077221469084159e-08,1.0413681158973196,0.0006244707539712995,0.9785037921186786,1.0424030120557797,2.0075988258369177,1.2508056688715072,1.0039507128652967,1.0039507128652967,1.4567630176322266e-07,1.1069566180032542
7538,Josh Fremd,Sedriques Dumas,Submission ,2,180,red,1055,2,3,5.0,100000.0,1.0,0.8764505445504576,0.0017820337691014916,0.7507847821015889,0.014066512120916561,0.7559362132098953,2.2341121287273204e-06,3.8905497243912394e-05,0.9056175270404186,4.082324949436119,0.8445762743047669,0.0013688969629109165,0.8845602422520369,0.9158371933095331,1.0940862391773205,0.902317129309006,0.4151287081698414,1.140965689641864,0.8761295424721358,0.8761295424721358,2.398896400092984e-05,0.863566729400026
7539,Bruno Silva,Tyson Nam,Submission ,2,83,red,1055,2,3,5.0,3.3468112160059054e-35,0.945049608458603,1.0,1.3182558324532634,0.8274757478700476,0.09731601914844254,0.6687377596927735,0.6524480175663558,108.27804190452086,0.9320066449546208,0.061918608418816815,0.9830765465194322,0.027370114530031422,0.8823156984984238,18.08296324981892,1.0851326295591728,0.8838291379772938,0.9044066456479845,0.3481924273061976,0.8657290165228962,0.8657290165228962,0.00017895201563425012,0.8508865082087438
7540,Tony Gravely,Victor Henry,Decision - Split ,3,300,blue,1055,1,3,5.0,8.479370107539774e-74,0.9274122085294209,1.8273322984136322,100000.0,1.3918915075826934,85.2912123411808,1.0951435301200199,100000.0,100000.0,1.0925924397112359,0.018083273985500723,0.7796819332213584,100000.0,0.9821759351406583,3.8823031443341813,0.9405223360269185,1.0382343992192842,1.3517885553642004,0.03182225835693551,0.7850881879354668,0.7850881879354668,100000.0,1.0315362272962556
7541,Anton Turkalj,Vitor Petrino,Decision - Unanimous ,3,300,blue,1055,2,3,5.0,100000.0,1.485312221019436,1.3018027049399343,1.3018027049399343,0.9998255773827059,0.15782791264439322,0.6386651396927749,2.871975153901346,0.3481924273061976,0.8790847859202873,52.260979356744215,1.2520261322212476,20.76201260729121,1.1652630882920247,0.10625908170072747,0.9327662042808293,0.8951401328023761,1.9335834670034435,2.871975153901346,1.5310537900646444,1.5310537900646444,0.016770649064335858,0.9533273442841952
7542,SuYoung You,Baergeng Jieleyisi,Decision - Unanimous ,3,300,red,432,0,3,5.0,1.6691744864676398e-45,1.0,1.0,0.36494814645449375,0.8869204367171576,0.13318714960057054,0.8199225006887879,2.0370660420763903e-06,2.3559062311362263e-05,0.8421183484837322,0.6492093766851474,0.9716107671891228,5.589699142016496e-05,0.8557448473714862,0.09985860935030318,0.8589882807411235,0.838886384033563,0.865887748059205,0.5621424451968223,1.0247820952603357,1.0247820952603357,5.581795830083501e-06,0.8970095264740648
7543,DongHun Choi,Kiru Sahota,KO/TKO ,1,156,red,432,1,3,5.0,0.6492093766851474,0.6492093766851474,1.0,0.42147281477591764,0.7497615922390413,1.0,1.0,0.013299883542443767,0.013299883542443767,0.7653852638277306,1.0,1.0,0.07487014994525974,0.8057353018734796,0.42147281477591764,0.8057353018734796,0.7885180352348315,1.0,1.0,1.0,1.0,0.048606403378285604,0.8271533414800702
7544,Jose Ochoa,Lone'er Kavanagh,Decision - Unanimous ,3,300,blue,432,2,3,5.0,100000.0,0.865887748059205,1.1548841085249137,4.874414525966896,1.1163447591927242,0.6492093766851476,1.1104884904463654,7540.169945960099,423.2656516455334,1.009297115150126,27.439950529629726,0.993620436379149,2382.724833961691,0.997401379484545,0.6492093766851474,1.1446680654768717,1.0007202592622193,0.7497615922390413,1.7789085463024787,1.052701797723493,1.052701797723493,0.0011499923371235568,0.963700094826319
7545,Nikolas Motta,Maheshate,Decision - Unanimous ,3,300,red,432,2,3,5.0,0.0016999730905340646,0.8482571649828679,1.0,7.431400144404063,0.9026512185606507,1.4333294145603404,1.093736701514001,454.8646944995246,2000.4808529971842,0.9937314626610863,0.15863602415508682,0.9165985266779585,12.557093365144093,0.987539692505315,4.874414525966897,0.9511478940442548,0.9821947070281155,1.0,1.0,1.0,1.0,651.9709462711725,0.9807371587886887
7546,Carlos Hernandez,Nyamjargal Tumendemberel,Decision - Split ,3,300,red,432,1,3,5.0,1.8855740214092668e-17,1.540335115161127,1.540335115161127,0.573826282940743,0.9911253287317247,0.09583351065103755,1.005389260012247,0.011052011215333349,0.17763933359513495,0.9728151221789783,0.6492093766851474,0.9353288101945159,0.03155573284012364,0.9364928861511895,0.6103551453649873,0.8884421757265814,0.9309138215762381,1.540335115161127,0.573826282940743,0.9368693614852274,0.9368693614852274,0.005962379013051222,0.9340571294815863
7547,Deiveson Figueiredo,Petr Yan,Decision - Unanimous ,5,300,blue,432,2,5,5.0,1089.3294986111916,0.9832015183173327,1.0628864095676438,49.479227803935636,1.0642412190586676,28.6756135313606,1.1514927619401274,100000.0,100000.0,0.9837274257059412,19.356180316977124,1.013735088674966,100000.0,0.9889668361860114,18.210958520817606,1.1885599565397722,0.981622077873062,0.6372231988534774,1.1529292553195514,0.9637119620925076,0.9637119620925076,100000.0,0.9866698952705625
7548,Feng Xiaocan,Shi Ming,KO/TKO ,3,46,blue,432,1,3,5.0,0.013299883542443767,1.540335115161127,0.6492093766851474,48.81316250727554,1.1438502682561278,1.0,1.0,0.0004196875718701129,0.0002724651069362989,0.9454329117948511,1.540335115161127,0.9531337870775047,0.0009957642750772577,0.9728163118236401,0.008634409104574973,0.8361819124793411,0.9494807716136421,1.0,1.540335115161127,1.0746553440638136,1.0746553440638136,2.0399503411171922e-05,0.9415161888750342
7549,Muslim Salikhov,Song Kenan,KO/TKO ,1,229,red,432,1,3,5.0,0.0007823199536189877,1.0429757464218328,1.0400540960910918,0.5951385526421936,1.051732622988248,3.8010324502851236,1.1347259162297245,341.0400776012889,134.00406427080924,1.0102641853483263,0.6695544035763391,1.014799495707796,188.68970551255322,1.050488154171289,3.036960388040288,0.9414801056656891,1.0123767449652339,1.0,0.8522323279851941,0.9592255000568141,0.9592255000568141,739.6919133774715,1.0165283282373436
7550,Carlos Ulberg,Volkan Oezdemir,Decision - Unanimous ,3,300,red,432,1,3,5.0,100000.0,0.9322073597886004,1.0,0.4644970832874266,0.9278264772048885,3.984452848281094,1.1722854825108617,0.0866221259576965,0.015554582332586588,0.9483264919217543,1.3976608251023663,0.9275853262889295,0.3662643274861117,0.959362910843694,0.5091564206075492,1.0313958676007073,0.9557221942016537,0.9839305142725083,1.0054146062794678,1.0273678027634894,1.0273678027634894,70.09139266623328,0.9731522309896038
7551,Gabriella Fernandes,Wang Cong,Submission ,2,229,red,432,1,3,5.0,2.54287581440249e-07,1.1383729430654164,1.0,26.09124976314419,0.9479027482622123,0.39502745901638403,0.9798906592713141,93713.73103316747,100000.0,1.0204682608241122,1.540335115161127,1.0491706553244706,1.4128373678284827,1.0074610854187624,2542.237810776244,1.0509007338687022,1.0186029178161002,0.9172272669254147,1.0441467033097325,1.0644902009485397,1.0644902009485397,1118.7866177464875,0.9905944687485063
7552,Quang Le,Xiao Long,KO/TKO ,3,88,blue,432,1,3,5.0,0.015922851504511625,1.1548841085249137,1.0,31.689962805379164,0.9335714967607943,30699.449444175396,1.093299294320666,100000.0,39497.79000170233,0.9924248485834494,1.1972173631218102,1.0120722888660778,100000.0,1.0247932506451685,30.569415021050194,1.2250697757834947,1.011465227629341,0.8976275964304349,0.6262535236575559,0.953934755818424,0.953934755818424,100000.0,0.988100968489827
7553,Tabatha Ricci,Yan Xiaonan,Decision - Unanimous ,3,300,blue,432,1,3,5.0,6.020765003755426e-30,1.068719858674741,1.068719858674741,2.5953543981898717,1.0054269003354321,2.183486861875479,0.9565685002670927,1457.0725737963805,2957.2054599338353,1.039218588810371,0.22565715122597543,1.012025578915291,119.72898966289958,1.039955131834825,4.689053591465498,0.9862788722574272,1.0369889057374946,0.9577198269459679,0.5336252110180312,0.9219485623833891,0.9219485623833891,461.46213365891157,1.0410862274188213
7554,Ozzy Diaz,Zhang Mingyang,KO/TKO ,1,145,blue,432,1,3,5.0,100000.0,1.2411023790006717,1.0,0.27362410337040804,0.9491390200548326,0.7232502423798424,1.0586558103955002,9.537828480359489e-09,4.635995384692537e-10,0.9732442953081484,28.445785143962375,1.2828661754023825,6.898236760197353e-09,0.9834500629926555,5.053090316563868,1.2819726186973637,0.9742376609713015,1.0,1.0,1.0,1.0,9.213600834566135e-08,0.9793965089701929
7555,Michel Pereira,Andre Petroski,KO/TKO ,1,66,red,838,3,3,5.0,100000.0,0.8960687892495918,1.0100261185569592,9.144942865071001e-06,0.8334791749447933,0.023728665936023758,0.7268667259723213,9.499041407613479e-07,5.487651646204398e-07,0.9292062339663502,72.94909759898884,1.0761067615973154,0.1889970619041883,0.9648003084442704,0.549596212995659,1.049339056539357,0.9229882838668354,1.4178854848977092,3.411224878047688,1.1944382036599286,1.1944382036599286,0.0005630495871034138,0.9327572705888614
7556,Emily Ducote,Ashley Yoder,Decision - Unanimous ,3,300,red,838,1,3,5.0,100000.0,1.0975836822355955,1.5928988869409655,0.00024715099035679746,0.9098490658717481,5.444588732016677,1.1283414978919193,4.9228466612709805e-21,2.5936645744315785e-25,0.9023670512332324,3486.080552815913,1.1865499005293416,3.85582219054203e-10,0.9745998129721762,5.165792470742413e-08,0.7385535517546478,0.948192743484114,1.7483398257576466,1.6228401249199969,1.0816889948938317,1.0816889948938317,4.158532791142606e-07,1.0258417325585192
