,blue_fighter,red_fighter,method,round,time,winner,days_since,wins,fight_num_rounds,round_mins,decayed_avg_ctrl_dif,decayed_avg_kd_dif,decayed_avg_rev_dif,decayed_avg_sig_str_body_dif,decayed_avg_sig_str_body_pct_dif,decayed_avg_sig_str_clinch_dif,decayed_avg_sig_str_clinch_pct_dif,decayed_avg_sig_str_dif,decayed_avg_sig_str_distance_dif,decayed_avg_sig_str_distance_pct_dif,decayed_avg_sig_str_ground_dif,decayed_avg_sig_str_ground_pct_dif,decayed_avg_sig_str_head_dif,decayed_avg_sig_str_head_pct_dif,decayed_avg_sig_str_leg_dif,decayed_avg_sig_str_leg_pct_dif,decayed_avg_sig_str_pct_dif,decayed_avg_sub_att_dif,decayed_avg_td_att_dif,decayed_avg_td_att_pct_dif,decayed_avg_td_pct_dif,decayed_avg_total_str_dif,decayed_avg_total_str_pct_dif
7557,Alatengheili,Chris Gutierrez,Decision - Unanimous ,3,300,blue,838,2,3,5.0,3.877152646201368e-29,1.27390742399909,1.182463530625864,0.3797069319381719,1.0121007117773753,2.145797141561558,1.1014838232672188,100000.0,100000.0,1.2143111524035406,1.27390742399909,1.0628152352810372,0.16122122678389797,1.0877770465487693,100000.0,1.243099133380446,1.2124696392275909,1.0574566801125636,0.33956534071756517,0.9210433751283248,0.9210433751283248,49986.64311942181,1.1921943844573615
7558,Cameron Saaiman,Christian Rodriguez,Decision - Unanimous ,3,300,blue,838,3,3,5.0,100000.0,0.8696480697803187,0.6577041952678169,0.21516860834592927,1.0530076653649525,47.66088836401421,1.1136864931195,0.04850389809813104,0.02906495220574509,1.079681801748535,0.035014255514595784,1.2230938221105252,91.45882663599681,1.1002059134680446,0.002464745637008055,0.8005260570315385,1.0429520326637487,1.7483398257576468,2.6582464249687865,1.0538526004746935,1.0538526004746935,0.1627293859627647,1.061615405149674
7559,TJ Brown,Darren Elkins,Submission ,3,143,blue,838,1,3,5.0,100000.0,1.0574566801125636,0.49741363604953337,0.515088439093437,0.9546492465385301,10.594835513333985,0.9191235842364592,0.07548409302517661,0.00010641471766891181,0.8868986213317945,66.95137881794706,0.9811336327728939,0.596445942118427,0.9070095434224125,0.24569852567051778,0.8743117093068145,0.9056053223072336,0.783161249083554,0.7202069579583317,0.8656490845672861,0.8656490845672861,100000.0,0.9415765867231829
7560,Melissa Mullins,Irina Alekseeva,Decision - Unanimous ,3,300,red,838,3,3,5.0,5.52525033263832e-92,1.233061375110824,1.0,2.8505159129905993,0.7881007164548977,1.5204403547901961,1.0823606517625974,0.0018640569697782978,2.3117388724745376,0.8977390395337586,0.0005303358886417241,0.8287524670252665,8.017251448309476e-07,0.8311460112514365,815.6619563891492,1.2125607645565384,0.8809560859279891,1.233061375110824,0.3508136879512653,0.7790701649201436,0.7790701649201436,2.2853302831853077e-06,0.9015446705426376
7561,Viviane Araujo,Jennifer Maia,Decision - Unanimous ,3,300,red,838,2,3,5.0,2.373244708375465e-25,0.9375721740368202,0.9375721740368202,3.190914945065546,0.8988035198516263,2408.968306293877,1.360062960390236,642.5806329772278,0.8083799652907891,0.9034779487330258,0.3299749747333721,0.9055113916358514,209.31944675908167,0.9313365042738515,0.9620614788047943,1.020210171844594,0.9313757526043583,0.6492792953058794,0.3174562121605626,0.7834473760864517,0.7834473760864517,0.11245005023487412,0.9416686866060829
7562,Adrian Yanez,Jonathan Martinez,KO/TKO ,2,146,blue,838,2,3,5.0,100000.0,0.9456652161803475,1.1182146303146845,276.9705301316375,0.9687046925709847,20.048969938165705,1.1519443989358622,45542.44375937441,234.231773714865,1.022809417598442,9.697916912042198,1.0064182029611595,0.9456652161803449,0.9898773326640399,173.87828719218783,1.1651538317642673,1.0469736639774097,1.0574566801125636,1.3222480197593969,1.0673487584088301,1.0673487584088301,100000.0,1.0639524224374306
7563,Edson Barboza,Sodiq Yusuff,Decision - Unanimous ,5,300,red,838,2,5,5.0,100000.0,0.7965565589042096,1.0874113897811921,0.00817619356166915,1.0174675977256158,29.781875387368924,1.1489143211452046,25.489623010362784,0.07488405569288581,1.032728883669372,11.429362640725776,0.96851601303728,1501.9850173525297,1.1675199029480192,2.0756142684409693,1.0172510886512722,1.0459721379945002,1.2111167370307743,0.9532427228779551,0.987154079459857,0.987154079459857,100000.0,1.0784764285652075
7564,Ravena Oliveira,Tainara Lisboa,Decision - Unanimous ,3,300,blue,838,2,3,5.0,3535.111077346181,1.0,1.0,232.06093777505902,1.1823652307002264,2325.057386308314,1.5550409067111657,536.4642906374987,0.15175316387518561,1.0162941434133723,1.5204403547901961,1.1104329674099305,35.21598151920778,1.0854464035034963,0.06564459579846299,1.1588474410992002,1.1307788766603444,1.233061375110824,1.5204403547901961,1.0197457518504778,1.0197457518504778,35418.86971848416,0.9944133515645784
7565,Brendon Marotte,Terrance McKinney,KO/TKO ,1,20,blue,838,1,3,5.0,100000.0,1.2567706497722266,1.0791587670059402,4.093349716166307,1.2341293015870378,6.223694094728247,1.4958211565950803,100000.0,79.8743316692492,0.6771152911552919,497.11340633027146,1.3225339236887024,91791.29324389013,1.4892626212025233,0.657704195267817,0.657704195267817,0.7949327753011862,1.463614543493961,1.5794724661289046,1.2558135836423316,1.2558135836423316,7718.409792424276,0.7580925141366746
7566,David Zawada,Abubakar Nurmagomedov,Submission ,1,170,red,2273,2,3,5.0,100000.0,0.634701797898013,0.634701797898013,5.415341927332529e-11,1.1490428505862282,8.24461745697479e-06,0.7202708560767072,6.82932878965351e-15,7.177964427506451e-09,1.3461647424078553,0.11540010673444848,0.6977519117671733,2.2929185107376283e-05,1.388424928915227,5.50001049269867,1.5115093636526304,1.3031761799297101,0.04149426724343188,1.5755430397578372,1.6835351412648563,1.6835351412648563,1.790188847936997e-12,1.209994196257771
7567,Greg Hardy,Alexander Volkov,Decision - Unanimous ,3,300,blue,2273,4,3,5.0,100000.0,1.4062829249580382,1.1526486868287118,100000.0,1.0653760622662398,70693.7537976901,1.3137287025624562,100000.0,100000.0,1.1879391391906418,0.027876395156414612,0.8952394148536174,100000.0,1.271385285569268,1.6676659264930611,0.8545257421003485,1.2107210909027073,1.1526486868287118,2.1535927629076905,1.0941446502196486,1.0941446502196486,100000.0,1.2648857476973019
7568,Roosevelt Roberts,Alexander Yakovlev,Decision - Unanimous ,3,300,red,2273,5,3,5.0,3.31293728516066e-20,1.6571696401918086,1.0255771789834953,19.690879432228872,1.297556647192143,5.430994260356666,1.065623223951008,1.2561125439348487e-06,5.741293537150882e-07,1.2390377293300334,0.4028463722549703,0.9113601635290081,1.8122842372956436e-09,0.7952263972063803,35.199551228531504,1.2415068702593643,1.3516700072759036,0.5185885709251612,5.163481757292697,2.152233437542623,2.152233437542623,7.093009547355136e-15,1.0901018677442675
7569,Davey Grant,Grigory Popov,Decision - Split ,3,300,red,2273,4,3,5.0,6.753375353683764e-62,0.5454558928582,7.170198459181874,0.0008070970258155728,0.9731677722744931,1.6995553646850092,2.5402200355998867,1.3394285416905822e-15,1.4448560948181736e-15,0.8327594852593941,0.5454558928582001,0.9051070586258856,1.5698689297458387e-05,0.9096081374476911,1.0571348931556116e-07,0.7377076226688968,0.8222337511499371,0.7385498580720193,0.16228519963898996,0.7326051166376438,0.7326051166376438,3.9995000118429116e-11,0.906324834950334
7570,Pannie Kianzad,Jessica-Rose Clark,Decision - Unanimous ,3,300,red,2273,5,3,5.0,100000.0,1.0,1.2873110114466546,2.7029598427050284e-08,0.8312313075435998,2.6241638648455505e-07,0.9947138772142624,2.0020415206310425e-32,1.943678530237691e-31,1.192792161508935,100000.0,1.7291061272657182,5.7537369443190265e-25,1.1628940849323175,1.2873110114466533,1.1698924614277006,1.166559582153338,1.6571696401918086,9.708482617408714,1.7756081127086898,1.7756081127086898,4.731771455490787e-44,1.1260235723832388
7571,Ed Herman,Khadis Ibragimov,Decision - Unanimous ,3,300,red,2273,2,3,5.0,100000.0,0.7049049501846799,1.0446809611430292,2.202233552376815e-06,1.1489087274076268,0.04489094249425587,0.6461715069796027,100000.0,100000.0,1.2154374671569461,9.597838900981486e-07,0.6193063082902057,100000.0,0.9182285545518202,0.007812886686826013,1.6831104334531823,0.8921802298730203,0.39933991491306564,0.2814966828285489,0.59737314142021,0.59737314142021,7.595239115391914e-05,0.8964517870932596
7572,Dalcha Lungiambula,Magomed Ankalaev,KO/TKO ,3,29,blue,2273,5,3,5.0,100000.0,1.9144465469362582,1.3836352651389954,17007.820921105893,1.3178613939290493,0.053802864409007944,1.339857241402412,100000.0,100000.0,1.1785944874259293,15.800971548777639,1.1582730451657655,100000.0,1.20481311122662,23532.620809610875,2.92994802082744,1.0512774040215256,1.0,0.16764132176223664,0.534642285498361,0.534642285498361,100000.0,0.985838451290231
7573,Anthony Rocco Martin,Ramazan Emeev,Decision - Unanimous ,3,300,red,2273,3,3,5.0,100000.0,0.9812365993750036,0.7246921512034799,3717.041493236716,1.5031366296199953,100000.0,1.3660880404017004,0.8593892354876271,4.720685321504448e-07,1.046384778769552,4.299541260197175,1.4168441465973485,1.8333288045711222,1.243667365881841,0.0001261107586795995,0.6339579958355178,1.1565853497390106,0.5773490053716863,32.01885666406742,1.3534064281624185,1.3534064281624185,100000.0,1.1636126987929336
7574,Karl Roberson,Roman Kopylov,Submission ,3,241,red,2273,5,3,5.0,3.7595898784055626e-28,2.7525236501416925,0.5056553339448936,100000.0,2.084914699841841,0.05208386870242528,0.6502954849688601,100000.0,100000.0,1.3993671320852792,0.00019665063732492977,0.6206819991144681,100000.0,1.0444534837493,18692.74779347564,1.8775557466960402,1.073374467529796,0.5056553339448936,3.1808982846871308,1.0376804742620278,1.0376804742620278,100000.0,0.9437770007308138
7575,Sergey Khandozhko,Rustam Khabilov,Decision - Unanimous ,3,300,blue,2273,1,3,5.0,100000.0,0.12268271047061112,1.191062962060514,6.661781914074468e-05,1.014457109697153,0.943383827290844,0.8432641709693698,4.457685064284628e-19,6.340681781680242e-25,0.7013293731504333,100000.0,2.109050092100071,6.29020138476575e-07,0.9839336742961721,1.0637863693840325e-08,0.4216350667164931,0.8678620362497481,1.191062962060514,574.0655507680523,1.8090929702952276,1.8090929702952276,8.59962481556722e-55,0.8506243950663174
7576,Klidson Abreu,Shamil Gamzatov,Decision - Split ,3,300,blue,2273,1,3,5.0,5.937206952390428e-41,1.0,1.0,100000.0,1.6315849183088096,0.010609557851852787,0.4914905826528224,100000.0,100000.0,1.0679249895059435,1.0,1.0,2851.2135795096083,1.1393388433035194,100000.0,0.9981076261348799,1.0000000000000002,1.0,0.3209403495715441,0.6846597131098288,0.6846597131098288,100000.0,0.9309189028550517
7577,Calvin Kattar,Zabit Magomedsharipov,Decision - Unanimous ,3,300,blue,2273,7,3,5.0,100000.0,0.4687589227556331,2.6777226255125592,0.4028463722549715,0.8682018990560088,25.99662356403071,1.2070192479090784,0.016715815028394608,8.283378610703247e-10,1.3043452440541652,100000.0,1.9172527805839135,2.7841218336820636e-09,1.443678249192749,100000.0,2.067334561354462,1.4915949080338744,3.9110270025235376,12975.695806913973,2.5314013825987707,2.5314013825987707,100000.0,1.493834979633143
7578,Danny Roberts,Zelim Imadaev,KO/TKO ,2,294,red,2273,3,3,5.0,100000.0,0.6144231440097583,0.6144231440097583,54.861373618338206,1.3829249962419652,1266.1224066080927,1.323236089154575,100000.0,100000.0,0.9912074245419649,4.9985094134810546e-05,0.5870159963657459,100000.0,1.0385045479004549,4.084074892232547,1.444021066303913,0.9254451291579794,0.7227338195225483,1.5418027997715873,1.3930271245775965,1.3930271245775965,100000.0,0.9694215760867827
7579,Charlie Brenneman,Anthony Johnson,KO/TKO ,1,169,blue,5234,6,3,5.0,0.0,35.915102688676726,0.8184487508695645,0.00011850617908806672,0.7433748093129507,19771.75275171987,1.2531046024858714,100000.0,100000.0,1.1333388906875719,2.7042898367084868e-05,1.9349562521616808,100000.0,2.3421997734185074,762.3543571748369,1.1430068475316417,1.152521815134167,3.9644551114984474,0.0020587909959594113,0.6906977348054539,0.6906977348054539,7.701423380154271e-27,0.9254288553680086
7580,Demetrious Johnson,Dominick Cruz,Decision - Unanimous ,5,300,blue,5234,5,5,5.0,0.0,0.6465099652947532,0.41797513522542307,1.678291639701435e-15,0.5552991384662556,2.9477553768281523e-25,0.4628834502220914,100000.0,100000.0,0.7077488163364463,1.1416220479790324e-19,0.20799930602332417,100000.0,0.7928727319302679,0.006631550329053019,1.3181086359859564,0.5475653453246628,0.010257460340970343,1.6693381401876762e-06,0.37321848588649276,0.37321848588649276,2.677041904230733e-26,0.39915126469552753
7581,Keith Wisniewski,Josh Neer,TKO - Doctor's Stoppage ,2,300,blue,5234,3,3,5.0,1.0161297037727041e-190,1.417554683546225,0.5430068558064531,1.104956766563712e-13,0.1490438021485094,2.383534007093534e-10,0.44108460704349345,4.4059974369711705,17.791129671018734,0.5883412014049331,100000.0,0.9791556026460796,100000.0,0.585740260066337,100000.0,3.4853976983741752,0.4925352350020178,25.21989919073073,0.012757108074691395,0.7472471189717882,0.7472471189717882,100000.0,0.6561403916896928
7582,Mac Danzig,Matt Wiman,Decision - Unanimous ,3,300,blue,5234,4,3,5.0,100000.0,0.3996890632370652,1.7105595048570292,1.266029812670375e-08,0.5438751004567891,3.9134479083588842,0.3290059719581103,2.049948107381958e-16,1.2342872956335122e-28,0.9061807482457626,100000.0,1.1519639856874675,6.60134641019837e-11,0.8279855517169745,245.28241388269345,1.8009532522449463,0.9253893225821668,16.748483088804633,11.450802662364802,0.9869634425389152,0.9869634425389152,1.7494477195320907e-88,0.6825771791797166
7583,Paul Sass,Michael Johnson,Submission ,1,180,red,5234,2,3,5.0,100000.0,8.979132066507631,1.6594996296898614,100000.0,1.2618990460567165,100000.0,4.235524852517726,100000.0,100000.0,2.2656761846933136,65.83818571367493,2.3270236871619083,100000.0,1.290264527907801,100000.0,20.397688620024788,1.482252710522979,5.112734358622985e-07,3.7319912391357053,0.7939409136522295,0.7939409136522295,100000.0,0.7280690741180034
7584,Byron Bloodworth,Mike Easton,KO/TKO ,2,292,blue,5234,2,3,5.0,100000.0,2.112166685343318,2.112166685343318,100000.0,0.9509724285750825,100000.0,2.8202962376174048,100000.0,100000.0,0.6083256888732441,16652.00176462665,2.5639938425811724,100000.0,0.43953987243107423,100000.0,0.9857936480806099,0.605188825183924,1.0,42.037893115731244,2.247961508932369,2.247961508932369,100000.0,0.6987810526012178
7585,Stefan Struve,Pat Barry,Submission ,2,202,red,5234,4,3,5.0,5.0745638097512746e-42,17.031819559556194,0.27022509016865803,5.902854355164907e-11,0.5774525502782808,0.010257460340970352,0.49054783904751914,1.6036546699458637e-20,1.3494445476222185e-15,1.9036360631385174,0.0011585531540781006,2.6612043136907375,6.667118666717693e-12,1.8463620092905904,40.74840373069232,1.884853171652624,1.692055912000402,0.01586589672487696,0.21727676282990133,0.5012766061233374,0.5012766061233374,7.090291792024824e-34,1.4674765749828615
7586,TJ Grant,Shane Roller,Submission ,3,132,red,5234,3,3,5.0,3.907792885971667e-62,0.22162742433150043,0.5302406905424455,1.2638098435431688e-27,0.0669273304133111,1.873575770049939e-26,0.18571050685467358,3.87513729331011e-59,6.852882785837662e-36,0.3062496200759403,301.8161876233134,0.3269333005690539,4.4950614070525734e-27,0.36441995507659336,6.821340538993617e-06,0.12970079318402908,0.25900002488225504,0.5302406905424455,0.10028011300601342,0.6045264232346275,0.6045264232346275,1.8542773914944367e-79,0.1892463406440267
7587,Joseph Sandoval,Walel Watson,KO/TKO ,1,77,blue,5234,3,3,5.0,100000.0,13.694578163314398,3.7006186190033685,100000.0,8.853681253090679,50.678410930558215,2.3924868149409853,100000.0,100000.0,0.4339239437824525,35171.80337152257,4.772787689901336,100000.0,0.3260769737537112,100000.0,7.695508944669797,0.4743333188948139,50.678410930558215,1.0,1.0,1.0,100000.0,0.7115770263050162
7588,Rafaello Oliveira,Yves Edwards,KO/TKO ,2,164,blue,5234,3,3,5.0,3.3298214736580594e-265,7.344155023095942,0.7323127376399439,421.58600829644865,1.305284686741737,100000.0,4.477713111395256,100000.0,12194.472999438914,1.5576756389074597,0.02779782165616385,1.683927061678394,34.87055780085766,1.5194344392029788,9805.0688634465,4.66722177280375,1.6682395168955921,0.033511418495382764,0.0004693924173623426,0.3274294007218811,0.3274294007218811,3.198409707151759e-40,1.4458636833875587
7589,Duane Ludwig,Amir Sadollah,Decision - Unanimous ,3,300,red,5282,3,3,5.0,100000.0,0.5560545439637465,1.0,100000.0,1.9644477930345956,100000.0,0.9034691734956787,100000.0,100000.0,1.2384726288192436,100000.0,1.3727210989310858,100000.0,0.586250114795216,100000.0,4.1251232299170315,0.9046422440267021,4.222998642701194,6.1350621101791,2.1484228326394383,2.1484228326394383,100000.0,1.1559447641019425
7590,Jared Hamman,CB Dollaway,KO/TKO ,2,218,red,5282,6,3,5.0,100000.0,1.0384493298038644,0.507065909049726,3.246512571373651e-07,0.7192263093310294,0.7678967461424809,0.9720004984374446,1.7792179356287895e-42,2.9830657511319167e-32,1.2538072451519506,7.767182232023171e-11,1.888990589327731,6.344085590506916e-32,1.8531957718055319,8.638593244919847e-05,0.43168010230267984,1.3637723123360004,30.978703979159086,6573.207148687596,5.054689271016718,5.054689271016718,7.235139747482558e-81,1.5430709076083111
7591,TJ O'Brien,Cole Miller,Submission ,2,158,blue,5282,7,3,5.0,100000.0,2.8759987349663687,10.77145952900474,30.978703979159143,0.599289949136038,100000.0,5.24978349973151,3.745293555955163,2.319730302365653e-10,0.26842121129141616,151.09367368442955,0.46684856899051763,100000.0,0.5679474526735506,8.130575220556388e-18,0.1398780784715469,0.41209735184183344,565.8901623958857,0.5896654127362088,0.5640249260518089,0.5640249260518089,100000.0,0.5957276644224115
7592,Chris Lytle,Dan Hardy,Submission ,3,256,red,5282,0,3,5.0,100000.0,2.6200364641590586,0.06103224541124799,9.548988364283452e-15,0.5783325840343673,0.04910241506047668,0.785744362493016,8.699133767367787e-15,1.130487913002523e-18,0.7884001036296445,100000.0,1.8866635062551707,2.93459478728188e-06,0.8125405819828398,100000.0,3.5820593438698958,0.7867178132491451,0.0004365636079641834,1.9809032769857167,0.7608510969736837,0.7608510969736837,1.615429034549026e-41,0.564010493643939
7593,Charles Oliveira,Donald Cerrone,KO/TKO ,1,181,blue,5282,11,3,5.0,4.399834168033635e-130,10.114995721349219,0.635881625023054,100000.0,1.6954839711521619,0.5750188932190221,0.6901760820954482,100000.0,100000.0,0.9545814202901726,0.00426178724047027,0.3248993008940826,100000.0,0.6510980822722346,100000.0,2.521948662994617,0.8256904108765638,0.005480588149978688,0.10138129557079921,0.4518730004385689,0.4518730004385689,100000.0,0.6594780386371929
7594,Kyle Noke,Ed Herman,Submission ,1,255,blue,5282,7,3,5.0,100000.0,0.6017672024336206,2.1787610951041554,100000.0,0.372592886798404,100000.0,3.8297917671166544,100000.0,3.3900554539122335e-11,0.4349754306806402,4.007701755518101,0.5902750000835402,100000.0,0.7815916746517018,8.461809983612563e-14,0.12285301231616125,0.7464484834158334,5.435484809357629,7.888432420946184,0.9854348903306329,0.9854348903306329,100000.0,0.9734718136119621
7595,Jason Reinhardt,Edwin Figueroa,KO/TKO ,2,50,blue,5282,3,3,5.0,100000.0,5.816313644605359,81.58673330182368,100000.0,12.197909081207543,196.76300810421012,0.6598696503328356,100000.0,100000.0,1.2821626422743224,100000.0,16.49388062621618,100000.0,1.23550668303005,100000.0,2.113368950807351,1.315702252698603,14.02722382027927,0.4146446737519558,1.3022584156313821,1.3022584156313821,100000.0,2.391202689568384
